run_id,production_date,month,plant,production_line,shift,fabric_type,customer_segment,target_meters,actual_meters,good_meters,defect_meters,defect_type,material_issued_kg,waste_kg,downtime_minutes,machine_speed_rpm,operators_count,energy_kwh,order_value_inr,delivery_status,quality_grade
TR01359,2025-02-07,Feb,Surat,SU-L02,Evening,Polyester,Exporter,824,754.0,730.8,23.2,Stain,204.9,9.5,73,726,12,139.3,81432.0,On Time,B
TR01436,2025-02-07,Feb,Delhi NCR,DE-L01,Evening,Polyester,Wholesaler,1149,1129.7,1092.1,37.6,Weaving,358.1,15.9,16,789,7,231.9,122007.6,On Time,B
TR01450,2025-02-07,Feb,Ludhiana,LU-L02,Morning,Polyester,Fashion House,966,904.9,894.1,10.8,Shade Variation,288.6,9.2,29,892,5,197.8,97729.2,On Time,A
TR00171,2025-02-08,Feb,Delhi NCR,DE-L01,Night,Cotton,Wholesaler,1082,928.5,899.6,28.9,Weaving,258.2,5.3,38,661,11,174.1,122562.0,On Time,B
TR00460,2025-02-08,Feb,Surat,SU-L03,Night,Viscose,Wholesaler,970,936.3,911.3,25.0,Weaving,275.6,12.0,26,632,7,213.2,138572.4,On Time,B
TR00516,2025-02-08,Feb,Ludhiana,LU-L03,Night,Cotton,Exporter,828,744.8,711.3,33.5,Weaving,214.8,11.7,45,815,8,148.2,98313.6,On Time,B
TR00583,2025-02-08,Feb,Surat,SU-L01,Evening,Denim,Exporter,1176,1083.3,1040.1,43.2,Shade Variation,338.5,12.3,40,902,9,232.2,189577.5,On Time,B
TR00818,2025-02-08,Feb,Delhi NCR,DE-L01,Morning,Blend,Domestic Brand,1065,980.8,960.4,20.4,Finishing,279.9,11.5,80,704,9,242.1,121619.2,On Time,A
TR01166,2025-02-08,Feb,Delhi NCR,DE-L02,Morning,Polyester,Fashion House,1109,1058.2,1026.5,31.7,Finishing,284.4,4.9,29,826,12,282.8,114285.6,On Time,B
TR00310,2025-02-09,Feb,Ludhiana,LU-L03,Morning,Polyester,Wholesaler,965,867.9,848.5,19.4,Finishing,254.9,6.4,25,773,12,219.7,93733.2,On Time,A
TR00322,2025-02-09,Feb,Ludhiana,LU-L03,Evening,Cotton,Exporter,1083,1024.1,982.9,41.2,Stain,272.0,6.9,32,828,9,282.9,135181.2,On Time,B
TR00480,2025-02-09,Feb,Delhi NCR,DE-L02,Evening,Blend,Wholesaler,1029,907.7,865.6,42.1,Stain,281.1,14.6,10,803,9,182.0,112554.8,On Time,B
TR01227,2025-02-09,Feb,Surat,SU-L02,Evening,Polyester,Domestic Brand,852,789.2,768.2,21.0,Yarn Break,207.9,11.5,91,809,7,201.1,85233.6,On Time,B
TR01272,2025-02-09,Feb,Delhi NCR,DE-L01,Evening,Blend,Exporter,895,740.1,715.0,25.1,Weaving,213.7,8.2,37,883,5,180.7,91772.4,On Time,B
TR00808,2025-02-10,Feb,Surat,SU-L03,Evening,Cotton,Fashion House,1010,924.2,901.6,22.6,Stain,288.9,8.1,23,761,6,197.5,121994.4,On Time,A
TR01466,2025-02-10,Feb,Delhi NCR,DE-L01,Morning,Cotton,Fashion House,1155,1000.5,989.9,10.6,Stain,301.0,17.9,49,767,11,262.7,132066.0,On Time,A
TR01484,2025-02-10,Feb,Jaipur,JA-L03,Morning,Denim,Exporter,939,831.2,807.4,23.8,Finishing,255.0,11.3,30,706,9,161.9,145460.0,On Time,B
TR01489,2025-02-10,Feb,Surat,SU-L03,Morning,Blend,Domestic Brand,1202,1213.7,1160.3,53.4,Stain,352.6,14.1,39,635,10,270.9,150498.8,On Time,B
TR00120,2025-02-11,Feb,Delhi NCR,DE-L03,Morning,Polyester,Domestic Brand,1170,1188.0,1176.3,11.7,Shade Variation,314.3,6.5,7,700,6,327.8,128304.0,On Time,A
TR00501,2025-02-11,Feb,Delhi NCR,DE-L01,Evening,Cotton,Wholesaler,856,781.2,766.2,15.0,Weaving,226.1,9.7,19,868,11,177.4,103118.4,On Time,A
TR00873,2025-02-11,Feb,Ludhiana,LU-L02,Morning,Cotton,Wholesaler,833,751.4,722.4,29.0,Yarn Break,237.2,9.0,96,872,6,157.5,99184.8,Late,B
TR01216,2025-02-11,Feb,Delhi NCR,DE-L02,Morning,Cotton,Domestic Brand,877,763.5,728.7,34.8,Stain,203.4,9.2,62,706,8,168.0,100782.0,Late,B
TR01321,2025-02-11,Feb,Jaipur,JA-L02,Night,Polyester,Domestic Brand,964,926.9,898.1,28.8,Yarn Break,276.9,12.7,35,662,12,237.7,100105.2,On Time,B
TR00365,2025-02-12,Feb,Jaipur,JA-L03,Morning,Polyester,Wholesaler,950,976.2,927.2,49.0,Yarn Break,282.7,11.3,24,736,6,188.5,105429.6,On Time,C
TR00538,2025-02-12,Feb,Surat,SU-L02,Evening,Cotton,Domestic Brand,796,670.6,649.0,21.6,Yarn Break,178.0,3.4,73,681,5,177.7,88519.2,Late,B
TR00726,2025-02-12,Feb,Surat,SU-L02,Night,Denim,Fashion House,1008,808.6,780.6,28.0,Yarn Break,257.0,9.3,80,806,12,156.4,141505.0,On Time,B
TR01020,2025-02-12,Feb,Jaipur,JA-L02,Evening,Polyester,Domestic Brand,1033,866.2,833.3,32.9,Shade Variation,243.7,6.8,102,775,5,158.5,93549.6,Late,B
TR00198,2025-02-13,Feb,Jaipur,JA-L01,Morning,Denim,Domestic Brand,1060,1066.0,1026.3,39.7,Finishing,341.0,13.6,31,882,8,278.1,186550.0,On Time,B
TR00313,2025-02-13,Feb,Delhi NCR,DE-L02,Evening,Denim,Domestic Brand,1021,934.1,898.3,35.8,Yarn Break,273.5,9.0,28,840,11,206.5,163467.5,On Time,B
TR00497,2025-02-13,Feb,Ludhiana,LU-L03,Evening,Cotton,Wholesaler,935,813.3,769.9,43.4,Weaving,230.5,11.8,33,745,6,225.3,107355.6,On Time,C
TR00724,2025-02-13,Feb,Surat,SU-L03,Evening,Cotton,Wholesaler,1061,950.5,899.5,51.0,Finishing,275.0,8.1,36,704,5,214.3,125466.0,On Time,C
TR00778,2025-02-13,Feb,Surat,SU-L03,Morning,Viscose,Exporter,1209,1156.9,1137.7,19.2,Yarn Break,337.4,7.4,35,807,11,281.0,171221.2,On Time,A
TR00863,2025-02-13,Feb,Ludhiana,LU-L02,Evening,Cotton,Domestic Brand,1040,950.5,930.8,19.7,Weaving,294.6,5.1,47,908,9,201.5,125466.0,On Time,A
TR00946,2025-02-13,Feb,Surat,SU-L02,Night,Cotton,Wholesaler,1216,1125.0,1092.8,32.2,Weaving,342.4,12.8,27,635,10,224.4,148500.0,On Time,B
TR01050,2025-02-13,Feb,Ludhiana,LU-L03,Evening,Denim,Fashion House,930,761.3,745.0,16.3,Shade Variation,231.3,10.1,36,885,5,177.0,133227.5,On Time,A
TR01157,2025-02-13,Feb,Surat,SU-L03,Night,Blend,Exporter,962,866.4,835.3,31.1,Shade Variation,229.6,9.1,31,732,7,229.9,107433.6,On Time,B
TR01343,2025-02-13,Feb,Ludhiana,LU-L02,Evening,Cotton,Wholesaler,887,798.9,785.5,13.4,Yarn Break,251.5,11.0,11,883,10,204.1,105454.8,On Time,A
TR00386,2025-02-14,Feb,Surat,SU-L01,Evening,Blend,Fashion House,865,736.7,724.3,12.4,Stain,231.4,3.9,54,708,9,188.6,91350.8,On Time,A
TR00418,2025-02-14,Feb,Surat,SU-L01,Night,Polyester,Exporter,793,735.8,700.1,35.7,Yarn Break,204.7,8.0,18,772,11,176.0,79466.4,On Time,B
TR00783,2025-02-14,Feb,Surat,SU-L03,Night,Blend,Wholesaler,1021,918.6,859.2,59.4,Weaving,287.3,9.5,19,719,7,177.9,113906.4,On Time,C
TR00784,2025-02-14,Feb,Ludhiana,LU-L03,Morning,Denim,Wholesaler,1055,975.2,944.3,30.9,Weaving,278.5,12.0,40,827,7,208.5,170660.0,On Time,B
TR00436,2025-02-15,Feb,Jaipur,JA-L02,Evening,Cotton,Wholesaler,1086,1028.3,995.4,32.9,Shade Variation,331.5,16.6,12,799,11,279.9,135735.6,On Time,B
TR00874,2025-02-15,Feb,Delhi NCR,DE-L01,Morning,Polyester,Domestic Brand,1003,941.4,931.7,9.7,Shade Variation,276.9,8.2,5,894,8,205.4,101671.2,On Time,A
TR01238,2025-02-15,Feb,Ludhiana,LU-L03,Night,Polyester,Exporter,887,868.0,862.1,5.9,Yarn Break,263.0,10.4,28,690,7,221.5,93744.0,On Time,A
TR00018,2025-02-16,Feb,Delhi NCR,DE-L01,Morning,Cotton,Exporter,1124,1112.3,1051.0,61.3,Yarn Break,325.8,24.6,53,621,6,224.1,146823.6,On Time,C
TR00157,2025-02-16,Feb,Surat,SU-L01,Morning,Blend,Wholesaler,1171,1039.1,1000.3,38.8,Weaving,324.7,11.0,18,832,9,238.3,128848.4,On Time,B
TR00221,2025-02-16,Feb,Delhi NCR,DE-L02,Morning,Denim,Domestic Brand,1051,959.8,922.0,37.8,Stain,256.1,12.5,22,907,9,218.1,167965.0,Late,B
TR00759,2025-02-16,Feb,Delhi NCR,DE-L03,Night,Denim,Fashion House,1141,952.0,940.5,11.5,Weaving,268.9,9.5,43,825,8,222.8,166600.0,On Time,A
TR01005,2025-02-16,Feb,Surat,SU-L02,Evening,Blend,Domestic Brand,896,859.6,838.5,21.1,Yarn Break,254.9,10.4,46,839,11,161.1,106590.4,On Time,A
TR00074,2025-02-17,Feb,Ludhiana,LU-L03,Evening,Denim,Wholesaler,1181,1175.8,1153.7,22.1,Stain,351.3,11.6,55,785,10,223.1,205765.0,On Time,A
TR00434,2025-02-17,Feb,Delhi NCR,DE-L03,Morning,Cotton,Wholesaler,1014,896.0,889.5,6.5,Weaving,265.0,10.7,56,907,8,169.5,118272.0,On Time,A
TR00705,2025-02-17,Feb,Surat,SU-L02,Morning,Cotton,Exporter,825,741.0,701.5,39.5,Weaving,212.7,5.5,15,718,5,136.5,97812.0,On Time,C
TR00945,2025-02-17,Feb,Ludhiana,LU-L01,Morning,Blend,Domestic Brand,1116,998.5,959.7,38.8,Stain,300.8,10.6,93,735,11,195.0,123814.0,On Time,B
TR00414,2025-02-18,Feb,Delhi NCR,DE-L02,Morning,Blend,Domestic Brand,954,934.5,907.6,26.9,Weaving,260.4,12.0,15,861,5,249.1,115878.0,On Time,B
TR00443,2025-02-18,Feb,Jaipur,JA-L03,Morning,Polyester,Wholesaler,1182,1090.2,1033.3,56.9,Yarn Break,348.7,15.0,19,667,11,210.5,117741.6,On Time,C
TR00670,2025-02-18,Feb,Jaipur,JA-L01,Evening,Denim,Domestic Brand,1108,990.5,958.8,31.7,Weaving,314.8,14.2,24,625,12,219.6,173337.5,On Time,B
TR00948,2025-02-18,Feb,Ludhiana,LU-L02,Morning,Denim,Exporter,1030,1045.0,1002.2,42.8,Finishing,324.0,15.7,17,740,8,290.1,182875.0,On Time,B
TR00604,2025-02-19,Feb,Surat,SU-L02,Morning,Polyester,Domestic Brand,999,952.2,918.9,33.3,Stain,289.7,6.4,41,775,8,244.2,102837.6,On Time,B
TR00823,2025-02-19,Feb,Surat,SU-L03,Evening,Blend,Fashion House,953,1000.6,947.4,53.2,Yarn Break,270.5,9.6,52,696,8,227.9,124074.4,On Time,C
TR01342,2025-02-19,Feb,Jaipur,JA-L03,Morning,Denim,Fashion House,941,779.0,746.5,32.5,Weaving,248.6,13.2,106,856,7,200.1,136325.0,On Time,B
TR01358,2025-02-19,Feb,Jaipur,JA-L02,Morning,Polyester,Domestic Brand,795,765.0,738.4,26.6,Stain,203.9,4.0,30,635,7,159.5,82620.0,On Time,B
TR00682,2025-02-20,Feb,Ludhiana,LU-L03,Morning,Denim,Exporter,1164,1044.0,1019.9,24.1,Shade Variation,331.6,11.7,14,701,11,271.4,182700.0,On Time,A
TR00721,2025-02-20,Feb,Jaipur,JA-L01,Evening,Cotton,Domestic Brand,1029,915.3,888.3,27.0,Stain,242.6,5.4,68,893,7,166.5,120819.6,On Time,B
TR01445,2025-02-20,Feb,Ludhiana,LU-L01,Morning,Cotton,Domestic Brand,952,925.3,896.6,28.7,Weaving,270.3,10.3,29,684,7,195.5,122139.6,On Time,B
TR00100,2025-02-21,Feb,Jaipur,JA-L03,Morning,Denim,Wholesaler,1000,836.5,827.3,9.2,Weaving,232.6,7.6,92,718,9,172.7,146387.5,On Time,A
TR00118,2025-02-21,Feb,Ludhiana,LU-L02,Evening,Polyester,Fashion House,1135,1103.5,1067.5,36.0,Stain,352.7,9.9,54,727,10,290.5,119178.0,On Time,B
TR00241,2025-02-21,Feb,Ludhiana,LU-L01,Night,Cotton,Domestic Brand,881,908.3,895.7,12.6,Stain,256.2,6.6,13,631,10,172.1,119895.6,On Time,A
TR00306,2025-02-21,Feb,Ludhiana,LU-L03,Morning,Viscose,Exporter,937,808.9,766.6,42.3,Shade Variation,244.5,8.7,51,908,7,159.2,119717.2,On Time,C
TR00329,2025-02-21,Feb,Ludhiana,LU-L03,Evening,Viscose,Domestic Brand,902,861.1,824.7,36.4,Finishing,246.7,12.8,7,768,12,221.6,127442.8,On Time,B
TR00462,2025-02-21,Feb,Jaipur,JA-L02,Night,Cotton,Wholesaler,1179,1194.3,1134.2,60.1,Yarn Break,361.5,22.1,25,892,8,309.3,157647.6,On Time,C
TR00620,2025-02-21,Feb,Surat,SU-L01,Night,Denim,Wholesaler,1092,1029.4,1006.5,22.9,Yarn Break,299.2,6.8,6,814,10,241.5,180145.0,On Time,A
TR00769,2025-02-21,Feb,Delhi NCR,DE-L03,Evening,Blend,Exporter,1049,1044.2,994.0,50.2,Weaving,284.3,20.7,24,757,5,250.3,129480.8,On Time,B
TR01090,2025-02-21,Feb,Ludhiana,LU-L03,Morning,Polyester,Fashion House,893,882.2,855.6,26.6,Stain,233.8,8.7,39,797,9,164.5,95277.6,On Time,B
TR01187,2025-02-21,Feb,Surat,SU-L03,Morning,Cotton,Exporter,915,854.2,839.5,14.7,Stain,244.6,12.5,96,821,7,208.3,112754.4,Late,A
TR00256,2025-02-22,Feb,Surat,SU-L02,Night,Polyester,Domestic Brand,782,683.0,657.9,25.1,Yarn Break,198.6,9.6,35,702,9,173.1,73764.0,On Time,B
TR00408,2025-02-22,Feb,Delhi NCR,DE-L03,Morning,Cotton,Wholesaler,861,734.7,728.5,6.2,Weaving,210.2,6.2,54,860,9,180.6,96980.4,On Time,A
TR00528,2025-02-22,Feb,Delhi NCR,DE-L01,Morning,Denim,Domestic Brand,1089,1035.5,1015.2,20.3,Stain,333.5,9.1,28,760,9,209.4,181212.5,On Time,A
TR00834,2025-02-22,Feb,Delhi NCR,DE-L03,Evening,Cotton,Exporter,977,827.8,803.0,24.8,Yarn Break,249.6,8.8,73,784,9,225.1,109269.6,Late,B
TR00924,2025-02-22,Feb,Delhi NCR,DE-L01,Night,Cotton,Exporter,1105,952.6,882.6,70.0,Yarn Break,255.6,10.0,27,758,9,175.3,125743.2,On Time,C
TR01063,2025-02-22,Feb,Ludhiana,LU-L03,Morning,Cotton,Domestic Brand,966,912.9,870.8,42.1,Weaving,254.5,10.0,13,794,8,241.0,120502.8,On Time,B
TR00522,2025-02-23,Feb,Surat,SU-L02,Night,Viscose,Exporter,1169,1120.8,1079.1,41.7,Stain,346.4,14.3,16,881,10,290.1,165878.4,On Time,B
TR00752,2025-02-23,Feb,Jaipur,JA-L02,Evening,Cotton,Fashion House,869,893.8,848.6,45.2,Shade Variation,283.6,15.4,30,751,9,214.5,117981.6,On Time,C
TR00975,2025-02-23,Feb,Surat,SU-L01,Morning,Polyester,Domestic Brand,786,713.6,672.4,41.2,Weaving,208.3,5.3,22,902,10,178.7,77068.8,On Time,C
TR00457,2025-02-24,Feb,Ludhiana,LU-L01,Night,Blend,Fashion House,880,846.9,801.4,45.5,Shade Variation,269.2,12.1,80,707,12,193.7,105015.6,On Time,C
TR00938,2025-02-24,Feb,Surat,SU-L01,Evening,Cotton,Wholesaler,1199,1004.0,979.4,24.6,Weaving,273.3,6.5,36,840,11,189.1,132528.0,On Time,A
TR01104,2025-02-24,Feb,Ludhiana,LU-L02,Morning,Blend,Domestic Brand,885,740.2,725.1,15.1,Stain,197.4,8.1,57,854,6,148.0,91784.8,On Time,A
TR00182,2025-02-25,Feb,Surat,SU-L01,Morning,Cotton,Exporter,809,805.8,778.7,27.1,Yarn Break,219.6,9.8,17,670,12,189.8,106365.6,On Time,B
TR00273,2025-02-25,Feb,Jaipur,JA-L01,Evening,Cotton,Domestic Brand,900,807.2,789.3,17.9,Shade Variation,224.1,4.5,16,670,8,211.2,106550.4,On Time,A
TR00357,2025-02-25,Feb,Delhi NCR,DE-L03,Evening,Denim,Wholesaler,1207,1097.7,1048.6,49.1,Yarn Break,326.4,17.0,68,710,6,202.9,192097.5,On Time,B
TR00390,2025-02-25,Feb,Ludhiana,LU-L02,Morning,Blend,Fashion House,799,797.7,777.5,20.2,Finishing,213.0,8.2,35,761,12,193.7,98914.8,On Time,B
TR01481,2025-02-25,Feb,Surat,SU-L02,Evening,Denim,Domestic Brand,907,898.1,854.5,43.6,Weaving,238.0,9.0,7,768,9,214.5,157167.5,On Time,B
TR00058,2025-02-26,Feb,Delhi NCR,DE-L03,Morning,Viscose,Exporter,1186,1136.9,1078.2,58.7,Yarn Break,303.3,9.6,25,885,6,315.8,168261.2,On Time,C
TR00533,2025-02-26,Feb,Surat,SU-L02,Evening,Cotton,Fashion House,861,721.4,697.4,24.0,Yarn Break,217.5,7.4,32,650,6,159.5,95224.8,On Time,B
TR00536,2025-02-26,Feb,Jaipur,JA-L01,Night,Cotton,Wholesaler,1132,949.8,944.1,5.7,Weaving,251.1,7.0,38,640,10,193.9,125373.6,On Time,A
TR00884,2025-02-26,Feb,Ludhiana,LU-L02,Evening,Cotton,Exporter,1180,1114.5,1064.3,50.2,Finishing,294.1,10.0,20,726,8,277.4,147114.0,On Time,B
TR00961,2025-02-26,Feb,Ludhiana,LU-L03,Morning,Polyester,Domestic Brand,1085,974.2,957.6,16.6,Weaving,297.5,8.9,62,757,9,246.1,105213.6,On Time,A
TR01046,2025-02-26,Feb,Surat,SU-L03,Morning,Cotton,Fashion House,799,660.9,640.0,20.9,Finishing,194.7,8.1,58,820,7,156.6,87238.8,On Time,B
TR01229,2025-02-26,Feb,Ludhiana,LU-L02,Evening,Blend,Wholesaler,859,812.6,785.8,26.8,Shade Variation,219.4,11.9,42,890,7,159.8,100762.4,On Time,B
TR01406,2025-02-26,Feb,Jaipur,JA-L01,Evening,Blend,Exporter,1210,1108.6,1086.9,21.7,Stain,304.4,8.7,18,858,12,242.8,137466.4,On Time,A
TR00750,2025-02-27,Feb,Ludhiana,LU-L02,Morning,Viscose,Exporter,905,950.2,921.2,29.0,Weaving,253.8,5.9,39,626,7,172.2,140629.6,On Time,B
TR00847,2025-02-27,Feb,Delhi NCR,DE-L02,Night,Viscose,Domestic Brand,961,858.0,828.7,29.3,Yarn Break,233.7,7.8,40,789,8,196.4,126984.0,On Time,B
TR00937,2025-02-27,Feb,Surat,SU-L02,Morning,Viscose,Wholesaler,1052,993.0,969.3,23.7,Yarn Break,318.3,18.2,27,645,9,197.7,146964.0,On Time,A
TR00083,2025-02-28,Feb,Surat,SU-L01,Evening,Blend,Wholesaler,1131,995.8,935.6,60.2,Finishing,318.4,11.5,102,778,11,273.8,123479.2,On Time,C
TR00178,2025-02-28,Feb,Jaipur,JA-L02,Morning,Cotton,Fashion House,933,937.7,904.3,33.4,Finishing,266.5,6.3,23,705,5,200.1,123776.4,On Time,B
TR00287,2025-02-28,Feb,Surat,SU-L02,Evening,Denim,Fashion House,984,827.2,797.6,29.6,Weaving,258.1,5.1,78,909,5,160.8,144760.0,On Time,B
TR01076,2025-03-01,Mar,Delhi NCR,DE-L02,Evening,Cotton,Wholesaler,1038,931.4,881.3,50.1,Weaving,251.7,11.0,7,845,5,229.5,122944.8,On Time,C
TR01487,2025-03-01,Mar,Delhi NCR,DE-L03,Night,Cotton,Fashion House,1115,1044.6,996.3,48.3,Weaving,325.0,14.0,33,791,8,219.5,137887.2,On Time,B
TR00041,2025-03-02,Mar,Delhi NCR,DE-L02,Morning,Cotton,Wholesaler,984,982.1,957.5,24.6,Yarn Break,266.6,15.0,32,771,9,208.4,129637.2,On Time,B
TR00168,2025-03-02,Mar,Delhi NCR,DE-L01,Morning,Denim,Wholesaler,816,734.1,708.8,25.3,Weaving,220.1,14.4,24,768,8,197.9,128467.5,On Time,B
TR00187,2025-03-02,Mar,Jaipur,JA-L03,Evening,Cotton,Domestic Brand,838,852.5,829.0,23.5,Stain,253.8,10.2,26,639,6,208.1,112530.0,On Time,B
TR00350,2025-03-02,Mar,Delhi NCR,DE-L03,Evening,Viscose,Wholesaler,967,932.9,900.4,32.5,Yarn Break,279.5,11.7,20,901,7,173.2,138069.2,On Time,B
TR00467,2025-03-02,Mar,Surat,SU-L01,Evening,Denim,Exporter,1140,1066.0,1030.6,35.4,Stain,302.6,16.6,37,858,9,221.4,186550.0,On Time,B
TR00532,2025-03-02,Mar,Surat,SU-L03,Morning,Blend,Fashion House,1148,1067.9,1038.9,29.0,Finishing,284.7,13.0,7,829,10,288.1,132419.6,On Time,B
TR00623,2025-03-02,Mar,Surat,SU-L02,Evening,Denim,Exporter,922,821.6,801.7,19.9,Yarn Break,241.8,8.6,57,881,12,152.4,143780.0,On Time,A
TR01078,2025-03-02,Mar,Surat,SU-L03,Evening,Polyester,Fashion House,1002,934.6,889.1,45.5,Finishing,252.4,11.1,23,850,9,237.0,100936.8,On Time,B
TR00685,2025-03-03,Mar,Delhi NCR,DE-L03,Morning,Cotton,Exporter,820,730.0,702.5,27.5,Stain,222.7,12.7,15,900,6,189.1,96360.0,On Time,B
TR00703,2025-03-03,Mar,Jaipur,JA-L03,Evening,Cotton,Fashion House,1053,878.3,853.9,24.4,Stain,282.2,5.5,37,620,7,229.3,115935.6,On Time,B
TR00262,2025-03-04,Mar,Ludhiana,LU-L03,Evening,Denim,Wholesaler,906,830.5,810.3,20.2,Weaving,220.2,7.6,11,893,12,160.4,145337.5,On Time,A
TR00704,2025-03-04,Mar,Jaipur,JA-L03,Evening,Denim,Fashion House,1184,1124.7,1082.5,42.2,Yarn Break,308.3,12.7,30,874,10,257.6,196822.5,On Time,B
TR01193,2025-03-04,Mar,Surat,SU-L03,Evening,Polyester,Fashion House,1123,1027.5,998.9,28.6,Finishing,295.2,12.0,14,817,10,211.3,110970.0,On Time,B
TR01433,2025-03-04,Mar,Jaipur,JA-L02,Night,Cotton,Fashion House,1055,902.3,873.4,28.9,Yarn Break,249.4,9.3,84,624,9,162.9,119103.6,On Time,B
TR00259,2025-03-05,Mar,Ludhiana,LU-L02,Evening,Cotton,Wholesaler,796,810.0,772.2,37.8,Weaving,231.4,2.3,26,749,9,194.6,106920.0,On Time,B
TR00411,2025-03-05,Mar,Delhi NCR,DE-L03,Evening,Cotton,Wholesaler,1151,1041.4,1001.9,39.5,Shade Variation,290.5,10.5,13,896,11,279.6,137464.8,On Time,B
TR00544,2025-03-05,Mar,Surat,SU-L02,Morning,Denim,Fashion House,877,831.7,796.8,34.9,Finishing,226.0,12.6,47,821,11,223.3,145547.5,On Time,B
TR00908,2025-03-05,Mar,Jaipur,JA-L03,Night,Cotton,Fashion House,900,803.6,784.5,19.1,Shade Variation,249.3,11.0,12,784,5,167.7,106075.2,On Time,A
TR01032,2025-03-05,Mar,Ludhiana,LU-L03,Morning,Blend,Fashion House,986,878.7,854.0,24.7,Weaving,244.2,13.6,26,799,7,184.2,108958.8,On Time,B
TR00230,2025-03-06,Mar,Delhi NCR,DE-L02,Evening,Denim,Exporter,961,859.7,830.8,28.9,Yarn Break,228.7,8.6,47,818,9,189.7,150447.5,On Time,B
TR00661,2025-03-06,Mar,Jaipur,JA-L02,Morning,Blend,Wholesaler,978,922.4,911.2,11.2,Weaving,273.8,5.5,17,623,12,191.1,114377.6,On Time,A
TR00761,2025-03-06,Mar,Delhi NCR,DE-L03,Night,Polyester,Fashion House,1005,895.6,868.3,27.3,Yarn Break,278.0,10.9,37,722,12,232.1,96724.8,Late,B
TR01174,2025-03-06,Mar,Surat,SU-L02,Morning,Polyester,Fashion House,781,706.4,695.4,11.0,Stain,201.6,6.6,37,656,8,144.5,76291.2,On Time,A
TR01405,2025-03-06,Mar,Ludhiana,LU-L01,Evening,Denim,Fashion House,991,907.8,890.0,17.8,Shade Variation,257.1,6.1,16,636,11,221.9,158865.0,On Time,A
TR00251,2025-03-07,Mar,Delhi NCR,DE-L01,Night,Cotton,Domestic Brand,888,845.9,789.1,56.8,Weaving,272.0,11.3,76,644,9,191.8,111658.8,On Time,C
TR00349,2025-03-07,Mar,Jaipur,JA-L01,Night,Cotton,Exporter,1124,927.2,891.0,36.2,Yarn Break,277.1,7.9,37,792,6,201.8,122390.4,On Time,B
TR00392,2025-03-07,Mar,Ludhiana,LU-L02,Evening,Cotton,Fashion House,962,869.8,825.0,44.8,Weaving,243.1,11.0,47,713,7,195.4,114813.6,On Time,C
TR00023,2025-03-08,Mar,Ludhiana,LU-L02,Evening,Viscose,Wholesaler,1207,1158.2,1121.9,36.3,Yarn Break,338.8,9.3,52,867,7,233.1,171413.6,On Time,B
TR00469,2025-03-08,Mar,Ludhiana,LU-L01,Morning,Cotton,Fashion House,972,922.0,890.0,32.0,Weaving,285.3,11.8,14,761,11,208.3,121704.0,On Time,B
TR00564,2025-03-08,Mar,Delhi NCR,DE-L02,Morning,Cotton,Wholesaler,898,804.4,782.1,22.3,Finishing,212.2,9.7,32,881,7,216.6,106180.8,On Time,B
TR00635,2025-03-08,Mar,Jaipur,JA-L03,Evening,Blend,Exporter,934,778.9,759.9,19.0,Stain,235.1,11.8,90,759,10,172.0,96583.6,On Time,A
TR00912,2025-03-08,Mar,Ludhiana,LU-L02,Evening,Viscose,Domestic Brand,1108,906.8,861.0,45.8,Weaving,249.4,10.2,31,639,8,239.3,134206.4,On Time,C
TR01106,2025-03-08,Mar,Jaipur,JA-L01,Morning,Polyester,Domestic Brand,1149,1088.9,1062.9,26.0,Weaving,309.6,10.0,48,667,12,228.0,117601.2,On Time,A
TR01432,2025-03-09,Mar,Jaipur,JA-L02,Night,Cotton,Exporter,1149,958.9,926.1,32.8,Yarn Break,264.2,7.3,32,707,9,227.9,126574.8,On Time,B
TR00253,2025-03-10,Mar,Delhi NCR,DE-L03,Morning,Denim,Exporter,1003,944.8,898.9,45.9,Weaving,261.3,7.7,6,852,11,229.7,165340.0,On Time,B
TR01326,2025-03-10,Mar,Surat,SU-L02,Evening,Cotton,Wholesaler,839,706.8,698.6,8.2,Weaving,214.3,4.7,25,762,8,161.8,93297.6,On Time,A
TR01345,2025-03-10,Mar,Jaipur,JA-L03,Night,Denim,Exporter,1061,957.9,931.0,26.9,Yarn Break,299.6,9.1,25,845,10,173.9,167632.5,On Time,B
TR00072,2025-03-11,Mar,Ludhiana,LU-L01,Night,Blend,Exporter,1165,980.7,929.4,51.3,Yarn Break,264.8,12.0,88,688,11,226.0,121606.8,On Time,C
TR01178,2025-03-11,Mar,Ludhiana,LU-L02,Night,Polyester,Domestic Brand,1160,922.8,896.4,26.4,Weaving,288.6,11.7,34,673,9,205.0,99662.4,On Time,B
TR00523,2025-03-12,Mar,Surat,SU-L03,Morning,Blend,Domestic Brand,977,888.8,846.9,41.9,Shade Variation,264.6,10.7,24,904,8,232.4,110211.2,On Time,B
TR00888,2025-03-12,Mar,Jaipur,JA-L03,Night,Cotton,Wholesaler,1137,1074.9,1049.8,25.1,Shade Variation,330.0,10.6,17,861,11,284.1,141886.8,On Time,A
TR01113,2025-03-12,Mar,Jaipur,JA-L02,Night,Cotton,Domestic Brand,972,920.5,907.8,12.7,Finishing,251.4,7.6,61,828,6,173.9,121506.0,On Time,A
