project_id,created_date,due_date,completed_date,department,content_type,complexity,workflow,prompt_template,pages,actual_hours,baseline_hours,hours_saved,actual_cost_inr,baseline_cost_inr,cost_saved_inr,revisions,first_pass_approved,quality_score,on_time,status
PUB-0557,2025-11-14,2025-11-21,2025-11-15,Production,Assessment,High,AI-Assisted,Structured v3,4,1.6,2.4,0.8,1523.88,2303.5,779.62,0,Yes,85.6,Yes,Completed
PUB-0558,2025-02-10,2025-02-27,2025-02-19,Production,Workbook,Medium,Manual,Manual / NA,124,70.2,67.6,0,59357.27,57181.86,0,0,Yes,91.3,Yes,Completed
PUB-0559,2025-07-03,2025-07-11,2025-07-04,Digital Learning,Illustration,Medium,AI-Assisted,Visual Brief,27,6.7,10.3,3.6,4501.28,6911.46,2410.18,0,Yes,95.2,Yes,Completed
PUB-0560,2025-03-10,2025-03-17,2025-03-11,Production,Illustration,High,AI-Assisted,Few-shot v2,19,4.8,9.5,4.7,4959.69,9765.52,4805.83,0,Yes,98.5,Yes,Completed
PUB-0561,2026-06-03,2026-06-19,2026-06-11,Editorial,School Textbook,Medium,AI-Assisted,Editorial QA,126,45.3,66.0,20.7,38429.67,56022.44,17592.77,1,No,91.6,Yes,Completed
PUB-0562,2025-03-11,2025-03-23,2025-03-17,Editorial,Assessment,High,AI-Assisted,Few-shot v2,64,24.0,46.1,22.1,15816.79,30350.94,14534.15,1,No,85.0,Yes,Completed
PUB-0563,2025-03-21,2025-03-30,2025-03-22,Production,School Textbook,Low,AI-Assisted,Few-shot v2,53,10.3,16.0,5.7,7808.26,12110.33,4302.07,0,Yes,94.2,Yes,Completed
PUB-0564,2025-04-16,2025-04-29,2025-04-22,Design,Workbook,Medium,AI-Assisted,Structured v3,205,44.8,82.9,38.1,49476.14,91551.17,42075.03,0,Yes,80.4,Yes,Completed
PUB-0565,2025-01-15,2025-01-24,2025-01-17,Design,School Textbook,High,AI-Assisted,Structured v3,32,11.9,22.9,11.0,8728.93,16815.01,8086.08,0,Yes,92.8,Yes,Completed
PUB-0566,2025-08-01,2025-08-08,2025-08-02,Digital Learning,Workbook,Medium,AI-Assisted,Structured v3,35,8.0,13.9,5.9,6464.96,11262.68,4797.72,0,Yes,92.1,Yes,Completed
PUB-0567,2025-10-13,2025-10-24,2025-10-18,Production,Workbook,High,AI-Assisted,Structured v3,85,37.8,52.7,14.9,38036.84,53053.88,15017.04,0,Yes,95.3,Yes,Completed
PUB-0568,2026-02-02,2026-02-23,2026-02-15,Production,E-book,High,AI-Assisted,Structured v3,170,82.0,114.7,32.7,80621.19,112801.51,32180.32,1,No,84.0,Yes,Completed
PUB-0569,2025-08-27,2025-09-01,2025-08-31,Design,Illustration,Medium,AI-Assisted,Structured v3,19,6.6,9.9,3.3,6335.23,9526.34,3191.11,1,No,86.5,Yes,Completed
PUB-0570,2026-03-31,2026-04-15,2026-04-07,Production,Workbook,Low,AI-Assisted,Editorial QA,202,51.3,88.5,37.2,54191.03,93470.0,39278.97,0,Yes,92.0,Yes,Completed
PUB-0571,2025-09-06,2025-09-14,2025-09-12,Editorial,School Textbook,High,Manual,Manual / NA,71,44.5,48.1,3.6,48342.7,52248.51,3905.81,0,Yes,88.1,Yes,Completed
PUB-0572,2025-07-17,2025-07-26,2025-07-21,Editorial,E-book,Low,Manual,Manual / NA,40,16.8,16.1,0,18747.23,17948.71,0,1,No,90.5,Yes,Completed
PUB-0573,2025-07-22,2025-08-05,2025-07-28,Editorial,School Textbook,High,AI-Assisted,Structured v3,122,44.7,65.1,20.4,39809.17,57985.83,18176.66,0,Yes,85.6,Yes,Completed
PUB-0574,2026-03-20,2026-03-28,2026-03-23,Production,Illustration,High,Manual,Manual / NA,6,3.2,3.6,0.4,3530.33,3967.1,436.77,1,No,87.5,Yes,Completed
PUB-0575,2026-01-25,2026-02-01,,Design,Workbook,Medium,AI-Assisted,Editorial QA,26,7.1,13.4,6.3,7867.27,14902.4,7035.13,2,,85.1,,In Review
PUB-0576,2026-01-18,2026-01-23,,Design,Workbook,Medium,Manual,Manual / NA,26,10.2,9.6,0,8592.61,8072.08,0,0,,79.7,,In Progress
PUB-0577,2025-12-23,2026-01-05,2025-12-29,Design,Workbook,Medium,AI-Assisted,Editorial QA,174,42.5,78.9,36.4,37776.67,70106.62,32329.95,0,Yes,83.5,Yes,Completed
PUB-0578,2025-06-01,2025-06-17,2025-06-11,Editorial,Workbook,Medium,AI-Assisted,Structured v3,162,42.5,81.9,39.4,30105.53,58040.08,27934.55,2,No,92.4,Yes,Completed
PUB-0579,2025-03-24,2025-04-05,2025-03-27,Design,School Textbook,Medium,AI-Assisted,Visual Brief,72,20.6,33.9,13.3,22522.5,37009.33,14486.83,0,Yes,88.1,Yes,Completed
PUB-0580,2025-12-19,2026-01-08,2026-01-02,Digital Learning,Workbook,Medium,AI-Assisted,Editorial QA,186,72.6,107.3,34.7,47247.3,69861.63,22614.33,2,No,76.7,Yes,Completed
PUB-0581,2026-03-18,2026-03-24,,Editorial,Workbook,Medium,AI-Assisted,Structured v3,54,12.8,20.7,7.9,9680.47,15692.67,6012.2,0,,89.0,,In Progress
PUB-0582,2026-02-23,2026-03-02,2026-02-24,Design,E-book,Medium,AI-Assisted,Editorial QA,28,6.8,12.4,5.6,5583.32,10186.93,4603.61,0,Yes,79.0,Yes,Completed
PUB-0583,2025-04-14,2025-05-03,2025-04-30,Editorial,Workbook,Medium,Manual,Manual / NA,178,92.4,102.8,10.4,84191.86,93627.13,9435.27,2,No,91.1,Yes,Completed
PUB-0584,2026-03-16,2026-03-23,2026-03-18,Design,Illustration,High,AI-Assisted,Structured v3,34,13.0,22.7,9.7,8822.07,15420.65,6598.58,0,Yes,88.2,Yes,Completed
PUB-0585,2026-02-16,2026-03-03,2026-02-23,Production,E-book,Medium,AI-Assisted,Editorial QA,143,49.6,73.5,23.9,41377.06,61297.17,19920.11,0,Yes,85.6,Yes,Completed
PUB-0586,2025-11-26,2025-12-05,,Editorial,Workbook,Medium,AI-Assisted,Editorial QA,91,22.3,37.4,15.1,22737.13,38169.67,15432.54,0,,83.8,,In Review
PUB-0587,2026-05-03,2026-05-18,2026-05-16,Digital Learning,E-book,Medium,Manual,Manual / NA,195,98.4,96.2,0,106757.05,104422.02,0,0,Yes,86.9,Yes,Completed
PUB-0588,2025-03-31,2025-04-10,2025-04-04,Editorial,Illustration,High,AI-Assisted,Visual Brief,25,11.2,18.8,7.6,10307.74,17314.86,7007.12,1,No,78.9,Yes,Completed
PUB-0589,2026-03-22,2026-04-02,2026-03-30,Digital Learning,School Textbook,High,Manual,Manual / NA,91,58.7,63.5,4.8,45716.4,49450.02,3733.62,0,Yes,87.3,Yes,Completed
PUB-0590,2026-05-19,2026-05-28,,Editorial,Illustration,Medium,Manual,Manual / NA,12,5.4,5.3,0,5497.21,5410.99,0,0,,83.3,,In Progress
PUB-0591,2026-03-24,2026-03-31,2026-03-25,Digital Learning,School Textbook,Medium,AI-Assisted,Structured v3,30,7.7,14.7,7.0,8631.73,16488.31,7856.58,0,Yes,92.3,Yes,Completed
PUB-0592,2025-11-15,2025-11-24,2025-11-18,Editorial,Assessment,Medium,Manual,Manual / NA,58,25.9,25.5,0,27150.52,26770.73,0,0,Yes,88.4,Yes,Completed
PUB-0593,2026-02-09,2026-02-22,2026-02-17,Editorial,E-book,High,AI-Assisted,Visual Brief,83,30.3,51.5,21.2,28807.2,48952.43,20145.23,2,No,88.5,Yes,Completed
PUB-0594,2025-05-07,2025-05-19,2025-05-09,Editorial,E-book,Medium,AI-Assisted,Editorial QA,63,18.5,32.4,13.9,21100.57,36999.44,15898.87,0,Yes,80.9,Yes,Completed
PUB-0595,2025-08-19,2025-08-29,2025-08-24,Production,School Textbook,High,Manual,Manual / NA,53,34.2,36.4,2.2,36166.71,38473.22,2306.51,0,Yes,85.6,Yes,Completed
PUB-0596,2026-04-30,2026-05-11,2026-05-05,Digital Learning,Illustration,Medium,AI-Assisted,Few-shot v2,40,14.6,22.5,7.9,13490.47,20811.33,7320.86,1,No,88.4,Yes,Completed
PUB-0597,2025-02-25,2025-03-03,2025-02-26,Digital Learning,Illustration,Medium,AI-Assisted,Structured v3,21,6.8,9.8,3.0,5133.21,7389.46,2256.25,0,Yes,91.7,Yes,Completed
PUB-0598,2025-04-15,2025-04-23,,Production,E-book,Medium,AI-Assisted,Visual Brief,117,22.9,46.5,23.6,18956.44,38450.98,19494.54,0,,96.5,,In Progress
PUB-0599,2025-12-13,2025-12-23,2025-12-14,Production,E-book,Low,AI-Assisted,Few-shot v2,16,3.2,5.9,2.7,3033.85,5563.39,2529.54,0,Yes,88.7,Yes,Completed
PUB-0600,2026-04-20,2026-04-25,2026-04-21,Digital Learning,Assessment,Low,AI-Assisted,Editorial QA,51,8.2,16.1,7.9,7959.78,15655.74,7695.96,0,Yes,79.5,Yes,Completed
PUB-0601,2026-05-07,2026-05-15,2026-05-10,Editorial,Illustration,Medium,Manual,Manual / NA,27,16.0,15.7,0,12786.91,12514.97,0,1,No,80.9,Yes,Completed
PUB-0602,2025-01-21,2025-02-02,,Design,Illustration,Low,Manual,Manual / NA,66,29.1,29.5,0.4,30828.94,31200.34,371.4,0,,74.3,,In Progress
PUB-0603,2025-05-01,2025-05-05,2025-05-02,Editorial,Assessment,Low,AI-Assisted,Few-shot v2,44,7.4,14.0,6.6,5406.48,10236.72,4830.24,0,Yes,89.9,Yes,Completed
PUB-0604,2025-06-25,2025-07-09,,Design,E-book,High,AI-Assisted,Structured v3,140,47.7,78.5,30.8,34340.54,56482.88,22142.34,0,,87.8,,In Review
PUB-0605,2025-12-27,2026-01-02,2025-12-28,Production,Assessment,Low,AI-Assisted,Editorial QA,9,1.6,3.0,1.4,1706.1,3158.59,1452.49,0,Yes,85.9,Yes,Completed
PUB-0606,2026-03-09,2026-03-24,2026-03-17,Editorial,Workbook,Medium,AI-Assisted,Visual Brief,110,40.1,62.5,22.4,44916.0,69964.47,25048.47,1,No,85.1,Yes,Completed
PUB-0607,2025-07-17,2025-07-21,2025-07-24,Production,Assessment,Medium,AI-Assisted,Few-shot v2,24,6.8,9.5,2.7,5894.33,8191.76,2297.43,2,No,88.3,No,Completed
PUB-0608,2025-03-09,2025-03-27,,Editorial,School Textbook,Medium,Manual,Manual / NA,207,105.5,114.1,8.6,69095.29,74719.63,5624.34,0,,86.3,,In Progress
PUB-0609,2025-05-07,2025-05-14,2025-05-09,Editorial,Illustration,Low,AI-Assisted,Visual Brief,66,14.6,23.6,9.0,11548.58,18697.1,7148.52,0,Yes,90.4,Yes,Completed
PUB-0610,2026-06-29,2026-07-10,2026-07-01,Design,E-book,Low,AI-Assisted,Editorial QA,74,14.8,28.7,13.9,10555.13,20468.88,9913.75,0,Yes,90.0,Yes,Completed
PUB-0611,2026-01-15,2026-01-26,2026-01-17,Production,Workbook,Medium,AI-Assisted,Editorial QA,54,14.0,23.6,9.6,11107.74,18760.6,7652.86,0,Yes,80.3,Yes,Completed
PUB-0612,2025-03-31,2025-04-07,,Digital Learning,Workbook,Low,AI-Assisted,Structured v3,28,4.8,9.5,4.7,4500.76,8887.19,4386.43,1,,86.3,,In Progress
PUB-0613,2026-03-11,2026-04-05,2026-03-23,Production,E-book,High,AI-Assisted,Few-shot v2,183,86.9,134.2,47.3,74102.73,114400.5,40297.77,0,Yes,96.7,Yes,Completed
PUB-0614,2025-12-20,2025-12-25,2025-12-21,Editorial,Illustration,Medium,Manual,Manual / NA,9,5.2,5.2,0,5673.02,5618.47,0,0,Yes,80.2,Yes,Completed
PUB-0615,2025-05-17,2025-05-30,2025-05-22,Design,E-book,High,AI-Assisted,Few-shot v2,103,38.0,59.1,21.1,40502.8,62943.86,22441.06,0,Yes,91.9,Yes,Completed
PUB-0616,2025-01-03,2025-01-11,2025-01-06,Production,Assessment,High,AI-Assisted,Structured v3,69,19.8,33.5,13.7,18985.71,32121.06,13135.35,0,Yes,85.5,Yes,Completed
PUB-0617,2025-12-03,2025-12-14,2025-12-06,Editorial,School Textbook,Medium,AI-Assisted,Editorial QA,110,25.2,42.1,16.9,17447.77,29115.88,11668.11,0,Yes,90.6,Yes,Completed
PUB-0618,2025-09-14,2025-09-20,2025-09-16,Editorial,Workbook,Medium,AI-Assisted,Few-shot v2,54,16.2,22.6,6.4,15845.87,22146.5,6300.63,0,Yes,91.3,Yes,Completed
PUB-0619,2025-01-06,2025-01-12,2025-01-07,Design,E-book,Low,AI-Assisted,Structured v3,18,3.7,6.7,3.0,2463.47,4448.13,1984.66,0,Yes,99,Yes,Completed
PUB-0620,2026-05-23,2026-05-29,2026-05-27,Digital Learning,Illustration,Medium,AI-Assisted,Editorial QA,55,21.1,31.0,9.9,17817.35,26156.12,8338.77,1,No,83.0,Yes,Completed
PUB-0621,2026-05-28,2026-06-05,2026-05-31,Editorial,Illustration,High,AI-Assisted,Visual Brief,58,23.4,40.0,16.6,18596.76,31775.27,13178.51,0,Yes,89.3,Yes,Completed
PUB-0622,2025-09-13,2025-10-02,2025-09-21,Editorial,School Textbook,High,AI-Assisted,Editorial QA,178,61.6,94.8,33.2,64986.54,100055.82,35069.28,0,Yes,84.9,Yes,Completed
PUB-0623,2025-06-02,2025-06-08,2025-06-03,Editorial,School Textbook,Medium,AI-Assisted,Visual Brief,45,11.2,22.3,11.1,7565.35,15065.2,7499.85,0,Yes,86.3,Yes,Completed
PUB-0624,2026-05-06,2026-05-14,2026-05-12,Editorial,Workbook,Medium,AI-Assisted,Structured v3,101,25.6,44.2,18.6,20733.96,35765.9,15031.94,1,No,94.7,Yes,Completed
PUB-0625,2025-08-06,2025-08-19,2025-08-11,Editorial,Workbook,High,AI-Assisted,Few-shot v2,72,23.1,41.8,18.7,16134.05,29206.43,13072.38,1,No,90.6,Yes,Completed
PUB-0626,2026-06-26,2026-07-05,2026-06-27,Production,School Textbook,High,AI-Assisted,Editorial QA,30,10.1,15.4,5.3,7172.79,10931.61,3758.82,0,Yes,85.2,Yes,Completed
PUB-0627,2026-04-02,2026-04-24,,Digital Learning,School Textbook,Medium,AI-Assisted,Few-shot v2,193,61.9,101.8,39.9,44991.16,73985.78,28994.62,1,,84.6,,In Progress
PUB-0628,2026-01-10,2026-01-15,2026-01-13,Design,Illustration,Medium,Manual,Manual / NA,12,6.1,5.7,0,6377.2,5961.88,0,1,No,72.1,Yes,Completed
PUB-0629,2025-03-04,2025-03-12,2025-03-07,Digital Learning,Illustration,Medium,Manual,Manual / NA,54,25.3,25.8,0.5,17393.57,17713.76,320.19,0,Yes,77.9,Yes,Completed
PUB-0630,2025-07-31,2025-08-17,2025-08-09,Editorial,School Textbook,Medium,AI-Assisted,Editorial QA,210,64.6,98.9,34.3,50350.36,77065.96,26715.6,0,Yes,88.6,Yes,Completed
PUB-0631,2025-05-02,2025-05-07,2025-05-07,Editorial,School Textbook,High,AI-Assisted,Structured v3,45,12.8,25.0,12.2,13909.65,27182.2,13272.55,3,No,88.0,Yes,Completed
PUB-0632,2026-01-13,2026-01-25,2026-01-22,Editorial,E-book,Medium,Manual,Manual / NA,75,33.8,33.7,0,27456.33,27405.69,0,2,No,81.6,Yes,Completed
PUB-0633,2025-10-14,2025-11-07,2025-10-26,Editorial,E-book,High,AI-Assisted,Visual Brief,207,87.2,133.4,46.2,86681.83,132635.0,45953.17,0,Yes,88.6,Yes,Completed
PUB-0634,2026-03-29,2026-04-15,2026-04-07,Editorial,Workbook,Medium,AI-Assisted,Editorial QA,200,60.0,91.6,31.6,52017.11,79435.72,27418.61,1,No,95.1,Yes,Completed
PUB-0635,2025-06-30,2025-07-05,,Editorial,Assessment,Low,Manual,Manual / NA,40,11.9,13.0,1.1,10080.47,10998.41,917.94,0,,86.9,,In Review
PUB-0636,2026-02-17,2026-02-26,2026-02-18,Editorial,Assessment,Medium,Manual,Manual / NA,5,2.0,2.2,0.2,2126.56,2355.87,229.31,0,Yes,85.9,Yes,Completed
PUB-0637,2025-03-27,2025-04-04,2025-03-28,Editorial,E-book,High,AI-Assisted,Editorial QA,10,3.3,5.1,1.8,2703.34,4145.79,1442.45,0,Yes,90.9,Yes,Completed
PUB-0638,2025-11-11,2025-11-24,2025-11-17,Design,School Textbook,Medium,AI-Assisted,Editorial QA,168,30.1,61.3,31.2,27761.86,56504.93,28743.07,2,No,91.8,Yes,Completed
PUB-0639,2025-08-18,2025-08-27,,Editorial,Workbook,High,AI-Assisted,Editorial QA,65,28.2,43.8,15.6,28409.4,44132.36,15722.96,0,,72.2,,In Progress
PUB-0640,2025-10-16,2025-10-25,2025-10-17,Design,Assessment,High,AI-Assisted,Visual Brief,14,4.8,9.1,4.3,4393.15,8338.28,3945.13,0,Yes,89.9,Yes,Completed
PUB-0641,2025-11-05,2025-11-15,2025-11-12,Production,Workbook,High,Manual,Manual / NA,77,54.8,51.4,0,57833.71,54232.03,0,0,Yes,85.3,Yes,Completed
PUB-0642,2025-06-01,2025-06-08,2025-06-06,Design,Illustration,High,Manual,Manual / NA,65,31.9,33.0,1.1,32325.99,33465.08,1139.09,1,No,83.6,Yes,Completed
PUB-0643,2025-12-28,2026-01-13,2026-01-05,Editorial,Workbook,Medium,AI-Assisted,Few-shot v2,211,58.2,82.4,24.2,64648.7,91503.72,26855.02,0,Yes,82.5,Yes,Completed
PUB-0644,2025-08-24,2025-08-29,2025-08-26,Design,Assessment,Medium,AI-Assisted,Editorial QA,32,6.3,13.2,6.9,7225.8,15111.97,7886.17,1,No,85.3,Yes,Completed
PUB-0645,2025-12-24,2025-12-28,2025-12-26,Design,E-book,Medium,Manual,Manual / NA,43,17.7,16.8,0,20105.6,19132.77,0,0,Yes,85.5,Yes,Completed
PUB-0646,2025-05-27,2025-06-03,2025-05-31,Design,School Textbook,Low,Manual,Manual / NA,103,32.3,32.4,0.1,28695.75,28762.73,66.98,0,Yes,95.3,Yes,Completed
PUB-0647,2025-05-25,2025-06-03,2025-05-27,Editorial,School Textbook,High,AI-Assisted,Visual Brief,46,14.5,28.1,13.6,13249.01,25707.2,12458.19,0,Yes,80.3,Yes,Completed
PUB-0648,2025-10-21,2025-10-30,2025-10-23,Editorial,School Textbook,Medium,AI-Assisted,Editorial QA,52,12.8,18.8,6.0,12671.38,18654.97,5983.59,0,Yes,90.6,Yes,Completed
PUB-0649,2026-05-29,2026-06-11,2026-06-11,Editorial,School Textbook,High,Manual,Manual / NA,77,51.9,48.3,0,36982.21,34382.47,0,2,No,82.5,Yes,Completed
PUB-0650,2025-03-21,2025-04-03,2025-03-27,Digital Learning,Workbook,Medium,AI-Assisted,Editorial QA,219,46.4,81.5,35.1,40001.95,70239.7,30237.75,0,Yes,92.4,Yes,Completed
PUB-0651,2025-12-10,2025-12-26,2025-12-15,Editorial,Workbook,Low,AI-Assisted,Structured v3,160,38.6,73.5,34.9,28983.31,55180.32,26197.01,0,Yes,89.1,Yes,Completed
PUB-0652,2026-05-11,2026-05-17,2026-05-13,Editorial,Workbook,High,Manual,Manual / NA,10,7.4,6.9,0,6660.8,6242.14,0,1,No,85.7,Yes,Completed
PUB-0653,2025-04-10,2025-04-26,,Design,E-book,Low,AI-Assisted,Few-shot v2,206,47.2,82.6,35.4,44518.05,77936.82,33418.77,0,,88.2,,In Review
PUB-0654,2025-04-06,2025-04-16,,Digital Learning,School Textbook,High,AI-Assisted,Editorial QA,44,16.3,23.0,6.7,14802.85,20857.12,6054.27,0,,92.1,,In Review
PUB-0655,2025-12-16,2025-12-29,,Design,School Textbook,Low,AI-Assisted,Editorial QA,118,32.2,50.0,17.8,24779.68,38482.63,13702.95,0,,78.2,,In Progress
PUB-0656,2025-04-10,2025-04-27,2025-04-25,Digital Learning,School Textbook,High,Manual,Manual / NA,148,110.8,104.6,0,99659.74,94083.55,0,0,Yes,76.4,Yes,Completed
PUB-0657,2025-10-14,2025-10-26,2025-10-17,Production,Workbook,Low,AI-Assisted,Editorial QA,125,25.8,47.6,21.8,28078.89,51774.02,23695.13,0,Yes,90.8,Yes,Completed
PUB-0658,2025-10-21,2025-10-29,,Design,E-book,Medium,Manual,Manual / NA,41,19.5,19.4,0,15733.04,15638.29,0,1,,85.6,,In Review
PUB-0659,2025-02-13,2025-02-18,,Production,Assessment,Medium,Manual,Manual / NA,35,15.4,16.9,1.5,10820.79,11887.53,1066.74,0,,75.2,,In Review
PUB-0660,2025-04-06,2025-04-11,2025-04-07,Design,Workbook,Low,AI-Assisted,Visual Brief,35,10.5,15.0,4.5,11668.08,16615.84,4947.76,0,Yes,84.4,Yes,Completed
PUB-0661,2025-11-21,2025-11-29,2025-11-22,Design,Assessment,Medium,AI-Assisted,Editorial QA,18,3.4,6.6,3.2,3008.94,5868.86,2859.92,0,Yes,88.4,Yes,Completed
PUB-0662,2026-01-06,2026-01-13,2026-01-08,Production,E-book,High,AI-Assisted,Structured v3,13,4.8,8.8,4.0,4645.65,8476.95,3831.3,1,No,88.7,Yes,Completed
PUB-0663,2026-04-08,2026-04-15,2026-04-09,Digital Learning,Assessment,Low,AI-Assisted,Structured v3,10,2.6,4.6,2.0,2669.13,4700.3,2031.17,0,Yes,85.7,Yes,Completed
PUB-0664,2025-06-14,2025-06-27,2025-06-24,Digital Learning,Workbook,Medium,Manual,Manual / NA,154,57.8,55.8,0,54827.02,52907.58,0,2,No,86.5,Yes,Completed
PUB-0665,2025-11-21,2025-12-08,2025-12-01,Editorial,E-book,High,Manual,Manual / NA,135,73.7,68.6,0,62880.35,58534.05,0,0,Yes,91.0,Yes,Completed
PUB-0666,2025-04-10,2025-04-14,2025-04-11,Editorial,Illustration,Medium,AI-Assisted,Editorial QA,25,5.4,10.2,4.8,4026.13,7596.53,3570.4,0,Yes,89.1,Yes,Completed
PUB-0667,2025-01-17,2025-01-28,2025-01-20,Editorial,Workbook,Medium,Manual,Manual / NA,39,19.0,19.6,0.6,16248.67,16768.34,519.67,0,Yes,78.5,Yes,Completed
PUB-0668,2025-06-30,2025-07-15,,Design,Workbook,Medium,AI-Assisted,Structured v3,119,41.9,65.0,23.1,36400.49,56437.7,20037.21,0,,87.2,,In Progress
PUB-0669,2025-04-17,2025-04-23,2025-04-20,Editorial,School Textbook,Medium,Manual,Manual / NA,34,19.0,17.9,0,13297.17,12501.38,0,0,Yes,83.8,Yes,Completed
PUB-0670,2026-04-11,2026-04-22,2026-04-14,Design,School Textbook,Medium,Manual,Manual / NA,39,20.3,20.9,0.6,22411.13,23018.76,607.63,0,Yes,84.3,Yes,Completed
PUB-0671,2026-01-19,2026-01-26,2026-01-21,Production,Assessment,High,AI-Assisted,Editorial QA,43,17.6,30.4,12.8,13565.68,23402.84,9837.16,0,Yes,88.2,Yes,Completed
PUB-0672,2026-06-16,2026-06-28,2026-06-18,Digital Learning,Assessment,Low,AI-Assisted,Visual Brief,59,14.6,27.8,13.2,14194.37,27006.48,12812.11,0,Yes,89.5,Yes,Completed
PUB-0673,2026-02-04,2026-02-14,2026-02-13,Digital Learning,School Textbook,Low,Manual,Manual / NA,140,48.2,47.2,0,34374.56,33633.84,0,1,No,76.1,Yes,Completed
PUB-0674,2025-11-27,2025-12-08,2025-12-02,Editorial,School Textbook,Low,AI-Assisted,Editorial QA,159,39.5,64.7,25.2,44879.9,73473.65,28593.75,0,Yes,94.9,Yes,Completed
PUB-0675,2026-04-10,2026-04-16,,Production,Illustration,Medium,AI-Assisted,Editorial QA,32,8.2,15.3,7.1,8528.12,15901.13,7373.01,0,,90.0,,In Review
PUB-0676,2025-01-24,2025-01-30,2025-01-25,Production,Assessment,Low,AI-Assisted,Few-shot v2,19,4.6,6.6,2.0,3203.39,4580.13,1376.74,0,Yes,81.0,Yes,Completed
PUB-0677,2026-05-18,2026-05-25,2026-05-20,Digital Learning,Workbook,Medium,AI-Assisted,Editorial QA,61,15.0,27.0,12.0,16562.27,29807.57,13245.3,0,Yes,89.3,Yes,Completed
PUB-0678,2025-02-02,2025-02-12,2025-02-08,Editorial,Workbook,Medium,AI-Assisted,Visual Brief,161,41.8,63.6,21.8,46535.59,70772.07,24236.48,0,Yes,89.7,Yes,Completed
PUB-0679,2026-06-09,2026-06-15,2026-06-10,Production,School Textbook,Medium,AI-Assisted,Visual Brief,15,4.0,6.1,2.1,4479.7,6859.77,2380.07,0,Yes,75.5,Yes,Completed
PUB-0680,2025-10-29,2025-11-02,2025-10-30,Design,Illustration,Low,AI-Assisted,Visual Brief,28,6.3,9.3,3.0,6354.8,9345.7,2990.9,0,Yes,90.6,Yes,Completed
PUB-0681,2025-11-16,2025-12-01,2025-11-26,Editorial,School Textbook,High,Manual,Manual / NA,118,72.7,70.6,0,76912.68,74684.53,0,0,Yes,80.4,Yes,Completed
PUB-0682,2025-03-07,2025-03-15,2025-03-11,Design,E-book,Medium,Manual,Manual / NA,72,32.0,30.6,0,31121.57,29729.48,0,0,Yes,81.4,Yes,Completed
PUB-0683,2025-07-04,2025-07-13,2025-07-06,Digital Learning,Workbook,Medium,AI-Assisted,Structured v3,63,18.6,27.8,9.2,13227.42,19795.21,6567.79,0,Yes,93.9,Yes,Completed
PUB-0684,2025-08-27,2025-09-04,2025-08-29,Design,Workbook,Medium,AI-Assisted,Few-shot v2,34,12.4,17.6,5.2,13066.04,18542.89,5476.85,0,Yes,89.3,Yes,Completed
PUB-0685,2026-03-22,2026-03-30,2026-03-25,Editorial,Workbook,Low,AI-Assisted,Editorial QA,135,23.7,46.5,22.8,20770.5,40783.03,20012.53,0,Yes,85.6,Yes,Completed
PUB-0686,2025-01-05,2025-01-19,2025-01-13,Digital Learning,Workbook,Low,Manual,Manual / NA,111,42.8,43.4,0.6,35040.14,35571.93,531.79,1,No,81.2,Yes,Completed
PUB-0687,2025-10-09,2025-10-21,2025-10-14,Editorial,Workbook,Medium,AI-Assisted,Editorial QA,134,38.7,59.8,21.1,33951.16,52492.96,18541.8,0,Yes,91.7,Yes,Completed
PUB-0688,2025-08-18,2025-09-05,,Editorial,School Textbook,Medium,AI-Assisted,Structured v3,184,37.8,75.4,37.6,38255.64,76311.19,38055.55,0,,88.4,,In Progress
PUB-0689,2025-02-23,2025-02-27,2025-02-24,Editorial,Illustration,Low,AI-Assisted,Visual Brief,13,3.7,5.5,1.8,3107.18,4577.56,1470.38,0,Yes,95.5,Yes,Completed
PUB-0690,2025-06-01,2025-06-14,2025-06-09,Production,E-book,Medium,Manual,Manual / NA,113,56.4,57.3,0.9,43442.76,44130.09,687.33,0,Yes,81.7,Yes,Completed
PUB-0691,2026-05-10,2026-05-24,2026-05-17,Editorial,Workbook,High,AI-Assisted,Structured v3,150,52.0,81.8,29.8,56052.45,88215.68,32163.23,0,Yes,94.7,Yes,Completed
PUB-0692,2026-04-25,2026-05-15,2026-05-02,Digital Learning,School Textbook,High,AI-Assisted,Structured v3,159,55.1,99.3,44.2,61832.71,111418.58,49585.87,0,Yes,91.9,Yes,Completed
PUB-0693,2025-04-19,2025-05-04,,Digital Learning,School Textbook,Medium,AI-Assisted,Visual Brief,166,46.3,88.2,41.9,36526.96,69619.26,33092.3,1,,92.8,,In Review
PUB-0694,2025-04-23,2025-05-06,2025-04-28,Editorial,E-book,Medium,AI-Assisted,Structured v3,177,39.4,77.4,38.0,36450.99,71630.09,35179.1,0,Yes,83.2,Yes,Completed
PUB-0695,2026-03-18,2026-04-06,2026-03-25,Design,School Textbook,Medium,AI-Assisted,Structured v3,174,51.7,98.2,46.5,38502.27,73105.62,34603.35,0,Yes,87.8,Yes,Completed
PUB-0696,2025-02-21,2025-03-02,2025-02-22,Production,E-book,Medium,AI-Assisted,Structured v3,17,4.3,7.0,2.7,3387.24,5524.34,2137.1,0,Yes,96.4,Yes,Completed
PUB-0697,2026-02-07,2026-02-12,,Editorial,Illustration,Medium,Manual,Manual / NA,38,13.9,15.1,1.2,13461.45,14633.08,1171.63,0,,84.9,,In Review
