ticket_id,student_key,created_at,month,department,program_level,query_type,channel,priority,assigned_agent,status,resolution_hours,sla_target_hours,sla_met,first_contact_resolved,reopened,csat_score,academic_year
QRY-00169,STU-83511,2026-03-02 08:31,2026-03,Engineering,UG,Scholarship,Service Desk,Low,Agent C,Resolved,53.6,72,Yes,Yes,No,3,2024-25
QRY-00170,STU-22375,2025-09-09 11:54,2025-09,Humanities,UG,Enrollment,Student Portal,Medium,Agent D,Closed,29.7,48,Yes,No,No,4,2025-26
QRY-00171,STU-58135,2026-05-09 10:21,2026-05,Computer Applications,UG,Results,Phone,Medium,Agent C,Closed,17.3,48,Yes,Yes,No,5,2024-25
QRY-00172,STU-85378,2025-12-23 17:22,2025-12,Computer Applications,UG,Examination,Phone,High,Agent E,Closed,20.8,24,Yes,Yes,No,4,2025-26
QRY-00173,STU-74829,2026-03-03 17:23,2026-03,Commerce,PG,Enrollment,Student Portal,Medium,Agent F,In Progress,,48,Open,No,No,,2024-25
QRY-00174,STU-36560,2025-01-09 16:45,2025-01,Management,Diploma,Fee & Payment,Service Desk,Critical,Agent A,Pending Student,,8,Open,No,No,,2024-25
QRY-00175,STU-86487,2025-01-10 14:59,2025-01,Humanities,UG,Examination,Email,Low,Agent D,Resolved,13.7,72,Yes,Yes,No,5,2024-25
QRY-00176,STU-88453,2025-07-06 08:55,2025-07,Management,UG,Document Update,Student Portal,Medium,Agent E,Closed,28.1,48,Yes,Yes,No,4,2025-26
QRY-00177,STU-41706,2025-08-12 16:56,2025-08,Engineering,UG,Document Update,Service Desk,Medium,Agent E,Closed,19.5,48,Yes,Yes,No,4,2025-26
QRY-00178,STU-41502,2025-01-27 08:46,2025-01,Science,UG,Scholarship,Service Desk,Medium,Agent C,Closed,10.4,48,Yes,Yes,No,4,2024-25
QRY-00179,STU-22795,2025-06-03 14:02,2025-06,Computer Applications,UG,Portal Access,Service Desk,Medium,Agent B,In Progress,,48,Open,No,No,,2024-25
QRY-00180,STU-46206,2026-05-18 08:20,2026-05,Management,PG,Fee & Payment,Service Desk,Critical,Agent F,Resolved,27.8,8,No,Yes,No,5,2024-25
QRY-00181,STU-34355,2025-10-15 15:34,2025-10,Engineering,UG,Examination,Student Portal,High,Agent F,Resolved,16.4,24,Yes,Yes,No,4,2025-26
QRY-00182,STU-35393,2026-04-30 17:47,2026-04,Commerce,UG,Timetable,Phone,Medium,Agent B,Closed,25.0,48,Yes,Yes,No,5,2024-25
QRY-00183,STU-99764,2026-02-10 11:09,2026-02,Science,Diploma,Fee & Payment,Email,Medium,Agent F,Closed,13.0,48,Yes,No,No,5,2024-25
QRY-00184,STU-30265,2026-04-27 08:30,2026-04,Computer Applications,UG,Results,Phone,High,Agent D,In Progress,,24,Open,No,No,,2024-25
QRY-00185,STU-79043,2026-01-05 10:04,2026-01,Computer Applications,UG,Fee & Payment,Student Portal,Medium,Agent E,Pending Student,,48,Open,No,No,,2024-25
QRY-00186,STU-46378,2025-01-04 12:53,2025-01,Management,UG,Document Update,Email,High,Agent C,Resolved,10.4,24,Yes,Yes,No,5,2024-25
QRY-00187,STU-41013,2025-07-02 11:50,2025-07,Management,UG,Examination,Phone,Critical,Agent B,Pending Student,,8,Open,No,No,,2025-26
QRY-00188,STU-94809,2025-06-16 11:46,2025-06,Computer Applications,PG,Portal Access,Email,High,Agent A,Resolved,10.0,24,Yes,No,No,5,2024-25
QRY-00189,STU-18956,2025-09-14 12:27,2025-09,Humanities,UG,Fee & Payment,Service Desk,Low,Agent C,Resolved,22.2,72,Yes,Yes,No,5,2025-26
QRY-00190,STU-42447,2025-04-02 12:04,2025-04,Computer Applications,UG,Document Update,Phone,Medium,Agent A,Resolved,10.6,48,Yes,No,No,4,2024-25
QRY-00191,STU-36401,2026-02-19 17:22,2026-02,Commerce,UG,Portal Access,Email,High,Agent D,Resolved,21.0,24,Yes,Yes,No,3,2024-25
QRY-00192,STU-34525,2025-02-06 14:22,2025-02,Humanities,UG,Portal Access,Walk-in,Medium,Agent A,In Progress,,48,Open,No,No,,2024-25
QRY-00193,STU-35276,2025-09-04 09:33,2025-09,Science,PG,Fee & Payment,Walk-in,High,Agent A,Pending Student,,24,Open,No,No,,2025-26
QRY-00194,STU-23649,2025-12-05 15:35,2025-12,Science,Doctoral,Fee & Payment,Service Desk,Low,Agent D,Closed,27.9,72,Yes,Yes,No,4,2025-26
QRY-00195,STU-67387,2025-04-23 13:16,2025-04,Commerce,UG,Portal Access,Email,Medium,Agent E,Resolved,13.4,48,Yes,Yes,No,3,2024-25
QRY-00196,STU-61472,2026-05-19 13:31,2026-05,Humanities,PG,Portal Access,Phone,Medium,Agent D,Resolved,15.2,48,Yes,Yes,No,3,2024-25
QRY-00197,STU-43092,2025-12-16 09:33,2025-12,Commerce,UG,Portal Access,Service Desk,High,Agent E,Pending Student,,24,Open,No,No,,2025-26
QRY-00198,STU-18260,2025-10-24 16:16,2025-10,Computer Applications,UG,Enrollment,Phone,Medium,Agent B,In Progress,,48,Open,No,No,,2025-26
QRY-00199,STU-91713,2025-06-25 17:28,2025-06,Management,Diploma,Portal Access,Student Portal,Critical,Agent F,Resolved,27.0,8,No,No,No,5,2024-25
QRY-00200,STU-54242,2025-01-23 12:05,2025-01,Commerce,PG,Fee & Payment,Walk-in,High,Agent C,In Progress,,24,Open,No,No,,2024-25
QRY-00201,STU-67191,2025-02-02 09:32,2025-02,Engineering,Diploma,Timetable,Email,High,Agent A,Resolved,22.2,24,Yes,No,No,5,2024-25
QRY-00202,STU-98399,2025-12-08 13:24,2025-12,Computer Applications,UG,Fee & Payment,Service Desk,Medium,Agent B,Resolved,28.5,48,Yes,Yes,No,4,2025-26
QRY-00203,STU-84476,2026-05-20 09:31,2026-05,Humanities,PG,Document Update,Student Portal,Medium,Agent D,Closed,24.7,48,Yes,No,No,5,2024-25
QRY-00204,STU-94422,2025-04-03 14:59,2025-04,Engineering,UG,Fee & Payment,Student Portal,Low,Agent E,Resolved,22.2,72,Yes,Yes,No,4,2024-25
QRY-00205,STU-34885,2025-01-04 14:51,2025-01,Computer Applications,UG,Enrollment,Service Desk,Medium,Agent B,Resolved,20.2,48,Yes,Yes,Yes,4,2024-25
QRY-00206,STU-62664,2025-03-02 15:09,2025-03,Management,PG,Fee & Payment,Service Desk,Medium,Agent B,Resolved,10.3,48,Yes,No,No,5,2024-25
QRY-00207,STU-77014,2025-12-05 13:30,2025-12,Computer Applications,UG,Results,Email,Low,Agent C,Resolved,31.4,72,Yes,Yes,No,5,2025-26
QRY-00208,STU-21858,2025-11-21 12:52,2025-11,Science,PG,Fee & Payment,Email,Medium,Agent D,Closed,19.6,48,Yes,Yes,No,5,2025-26
QRY-00209,STU-30426,2025-08-15 13:49,2025-08,Commerce,UG,Fee & Payment,Email,Medium,Agent F,Closed,20.0,48,Yes,Yes,No,5,2025-26
QRY-00210,STU-51777,2025-01-05 10:10,2025-01,Humanities,UG,Timetable,Phone,Low,Agent D,Resolved,34.4,72,Yes,Yes,No,5,2024-25
QRY-00211,STU-79997,2026-05-07 09:00,2026-05,Humanities,UG,Results,Phone,Low,Agent D,Resolved,23.1,72,Yes,No,No,4,2024-25
QRY-00212,STU-96563,2026-03-09 17:33,2026-03,Computer Applications,UG,Timetable,Student Portal,Medium,Agent E,Resolved,27.8,48,Yes,Yes,No,5,2024-25
QRY-00213,STU-11966,2025-10-25 16:50,2025-10,Humanities,UG,Fee & Payment,Phone,High,Agent E,Resolved,5.3,24,Yes,Yes,No,4,2025-26
QRY-00214,STU-24712,2025-02-22 17:42,2025-02,Computer Applications,PG,Results,Service Desk,Low,Agent A,Resolved,30.3,72,Yes,Yes,No,2,2024-25
QRY-00215,STU-97425,2026-05-21 10:29,2026-05,Commerce,UG,Fee & Payment,Student Portal,Low,Agent D,Resolved,30.6,72,Yes,Yes,No,3,2024-25
QRY-00216,STU-61438,2025-12-20 10:30,2025-12,Humanities,UG,Scholarship,Email,High,Agent D,Resolved,12.9,24,Yes,Yes,No,5,2025-26
QRY-00217,STU-21770,2026-05-01 13:47,2026-05,Humanities,UG,Examination,Service Desk,High,Agent E,Resolved,21.3,24,Yes,Yes,No,5,2024-25
QRY-00218,STU-83205,2025-11-18 08:28,2025-11,Engineering,PG,Results,Email,Medium,Agent C,Resolved,21.4,48,Yes,Yes,No,4,2025-26
QRY-00219,STU-16279,2026-06-20 13:58,2026-06,Management,UG,Scholarship,Service Desk,Medium,Agent C,Closed,13.6,48,Yes,Yes,No,4,2024-25
QRY-00220,STU-50350,2026-06-13 14:13,2026-06,Humanities,UG,Enrollment,Service Desk,Medium,Agent A,Closed,15.4,48,Yes,Yes,Yes,5,2024-25
QRY-00221,STU-68371,2025-10-13 14:12,2025-10,Computer Applications,UG,Timetable,Phone,Low,Agent D,Resolved,42.4,72,Yes,Yes,No,4,2025-26
QRY-00222,STU-80054,2026-02-13 08:38,2026-02,Engineering,Doctoral,Document Update,Walk-in,Medium,Agent D,In Progress,,48,Open,No,No,,2024-25
QRY-00223,STU-12739,2026-05-17 12:20,2026-05,Humanities,Doctoral,Examination,Student Portal,Medium,Agent E,Resolved,26.0,48,Yes,No,No,4,2024-25
QRY-00224,STU-11829,2026-05-08 08:50,2026-05,Science,UG,Examination,Service Desk,Medium,Agent A,In Progress,,48,Open,No,No,,2024-25
QRY-00225,STU-31394,2026-04-30 14:36,2026-04,Humanities,UG,Document Update,Email,Critical,Agent B,In Progress,,8,Open,No,No,,2024-25
QRY-00226,STU-34665,2026-06-22 09:15,2026-06,Commerce,UG,Fee & Payment,Service Desk,Medium,Agent A,Resolved,23.5,48,Yes,Yes,No,5,2024-25
QRY-00227,STU-35028,2026-03-07 12:26,2026-03,Commerce,UG,Scholarship,Phone,Low,Agent E,Resolved,22.9,72,Yes,Yes,No,3,2024-25
QRY-00228,STU-41677,2025-07-22 16:45,2025-07,Commerce,Diploma,Portal Access,Phone,Medium,Agent C,Resolved,7.7,48,Yes,Yes,No,2,2025-26
QRY-00229,STU-99881,2025-06-18 11:35,2025-06,Science,PG,Scholarship,Email,Medium,Agent E,Closed,19.1,48,Yes,Yes,No,3,2024-25
QRY-00230,STU-51588,2026-01-17 11:17,2026-01,Science,UG,Fee & Payment,Student Portal,Low,Agent D,Resolved,14.2,72,Yes,Yes,No,5,2024-25
QRY-00231,STU-36888,2025-08-04 13:51,2025-08,Science,UG,Scholarship,Walk-in,High,Agent C,Pending Student,,24,Open,No,No,,2025-26
QRY-00232,STU-61948,2025-01-09 10:39,2025-01,Management,UG,Document Update,Student Portal,Medium,Agent F,Closed,17.7,48,Yes,No,Yes,4,2024-25
QRY-00233,STU-17074,2026-03-20 08:30,2026-03,Commerce,Doctoral,Fee & Payment,Service Desk,High,Agent D,Resolved,10.1,24,Yes,Yes,No,5,2024-25
QRY-00234,STU-22625,2025-04-26 10:15,2025-04,Computer Applications,Doctoral,Timetable,Student Portal,Medium,Agent E,Pending Student,,48,Open,No,No,,2024-25
QRY-00235,STU-33385,2025-01-26 08:36,2025-01,Management,UG,Enrollment,Service Desk,Medium,Agent B,Closed,30.1,48,Yes,Yes,No,5,2024-25
QRY-00236,STU-33955,2025-10-09 12:57,2025-10,Science,UG,Portal Access,Email,Medium,Agent D,In Progress,,48,Open,No,No,,2025-26
QRY-00237,STU-92709,2026-04-29 08:23,2026-04,Science,UG,Examination,Email,High,Agent A,Resolved,11.5,24,Yes,Yes,No,4,2024-25
QRY-00238,STU-44632,2025-04-24 08:18,2025-04,Computer Applications,UG,Document Update,Service Desk,Low,Agent C,Resolved,4.6,72,Yes,Yes,No,5,2024-25
QRY-00239,STU-37702,2025-04-01 16:29,2025-04,Computer Applications,PG,Timetable,Student Portal,High,Agent A,Resolved,11.1,24,Yes,Yes,No,5,2024-25
QRY-00240,STU-69550,2026-05-09 13:03,2026-05,Engineering,PG,Fee & Payment,Email,Medium,Agent A,Resolved,24.5,48,Yes,Yes,No,4,2024-25
QRY-00241,STU-92738,2026-04-03 17:02,2026-04,Science,UG,Enrollment,Student Portal,Low,Agent B,Resolved,13.3,72,Yes,No,No,4,2024-25
QRY-00242,STU-59829,2025-07-04 15:07,2025-07,Science,Diploma,Portal Access,Service Desk,Medium,Agent A,Resolved,19.3,48,Yes,Yes,Yes,4,2025-26
QRY-00243,STU-68178,2025-07-26 09:37,2025-07,Commerce,PG,Enrollment,Phone,Medium,Agent E,Resolved,18.7,48,Yes,No,No,5,2025-26
QRY-00244,STU-33906,2025-07-15 14:59,2025-07,Science,UG,Timetable,Walk-in,Low,Agent D,Resolved,19.6,72,Yes,Yes,No,4,2025-26
QRY-00245,STU-17088,2025-08-19 17:19,2025-08,Science,PG,Examination,Phone,Medium,Agent A,Resolved,19.9,48,Yes,Yes,No,5,2025-26
QRY-00246,STU-73384,2025-01-04 15:44,2025-01,Engineering,UG,Fee & Payment,Email,Medium,Agent C,In Progress,,48,Open,No,No,,2024-25
QRY-00247,STU-68851,2026-04-02 12:44,2026-04,Humanities,PG,Fee & Payment,Email,Low,Agent A,Closed,29.6,72,Yes,No,No,3,2024-25
QRY-00248,STU-81325,2025-01-13 09:53,2025-01,Computer Applications,UG,Portal Access,Service Desk,Medium,Agent F,Resolved,26.6,48,Yes,No,No,5,2024-25
QRY-00249,STU-61331,2025-01-24 10:20,2025-01,Commerce,PG,Document Update,Phone,Medium,Agent B,Closed,20.7,48,Yes,Yes,No,4,2024-25
QRY-00250,STU-42971,2025-04-04 14:15,2025-04,Computer Applications,Diploma,Portal Access,Student Portal,Low,Agent C,Closed,26.6,72,Yes,Yes,No,2,2024-25
QRY-00251,STU-84456,2025-09-20 11:32,2025-09,Science,PG,Fee & Payment,Walk-in,High,Agent D,In Progress,,24,Open,No,No,,2025-26
QRY-00252,STU-56380,2025-03-14 10:22,2025-03,Computer Applications,UG,Enrollment,Service Desk,High,Agent A,Closed,19.8,24,Yes,Yes,No,5,2024-25
QRY-00253,STU-50151,2025-06-17 13:27,2025-06,Science,Doctoral,Timetable,Student Portal,Medium,Agent D,Resolved,16.1,48,Yes,No,No,3,2024-25
QRY-00254,STU-71761,2025-11-03 15:46,2025-11,Commerce,UG,Examination,Phone,Medium,Agent E,Pending Student,,48,Open,No,No,,2025-26
QRY-00255,STU-43257,2026-02-13 14:05,2026-02,Management,UG,Portal Access,Email,Low,Agent A,Pending Student,,72,Open,No,No,,2024-25
QRY-00256,STU-72595,2026-05-17 12:57,2026-05,Science,UG,Results,Service Desk,Medium,Agent D,Closed,10.0,48,Yes,No,No,5,2024-25
QRY-00257,STU-14158,2025-12-01 13:10,2025-12,Commerce,UG,Fee & Payment,Email,Medium,Agent B,Resolved,13.2,48,Yes,Yes,No,5,2025-26
QRY-00258,STU-20295,2025-11-06 17:11,2025-11,Computer Applications,UG,Scholarship,Service Desk,Medium,Agent E,Resolved,8.8,48,Yes,Yes,No,5,2025-26
QRY-00259,STU-85962,2025-03-08 12:27,2025-03,Management,PG,Document Update,Walk-in,Medium,Agent E,Resolved,14.4,48,Yes,Yes,No,5,2024-25
QRY-00260,STU-46367,2026-03-26 08:13,2026-03,Engineering,Diploma,Fee & Payment,Walk-in,High,Agent B,Closed,22.3,24,Yes,No,No,5,2024-25
QRY-00261,STU-73587,2026-02-01 14:08,2026-02,Science,UG,Scholarship,Service Desk,Medium,Agent D,Closed,16.3,48,Yes,Yes,No,4,2024-25
QRY-00262,STU-46584,2026-03-31 11:40,2026-03,Humanities,PG,Examination,Service Desk,Medium,Agent B,Closed,23.9,48,Yes,Yes,No,4,2024-25
QRY-00263,STU-50777,2026-04-26 12:33,2026-04,Science,UG,Scholarship,Walk-in,Medium,Agent F,Resolved,10.8,48,Yes,No,No,4,2024-25
QRY-00264,STU-86552,2026-05-19 13:36,2026-05,Computer Applications,UG,Portal Access,Phone,Low,Agent F,Closed,16.4,72,Yes,No,No,2,2024-25
QRY-00265,STU-68638,2026-05-07 12:19,2026-05,Management,PG,Examination,Service Desk,Low,Agent A,Closed,6.8,72,Yes,No,No,3,2024-25
QRY-00266,STU-94452,2025-09-06 08:57,2025-09,Humanities,UG,Document Update,Phone,Critical,Agent F,Resolved,11.0,8,No,No,No,4,2025-26
QRY-00267,STU-52664,2025-11-17 17:38,2025-11,Management,UG,Examination,Service Desk,High,Agent D,Resolved,40.3,24,No,Yes,No,5,2025-26
QRY-00268,STU-49424,2025-10-07 11:47,2025-10,Commerce,PG,Enrollment,Student Portal,Medium,Agent D,Closed,17.1,48,Yes,No,No,5,2025-26
QRY-00269,STU-60993,2026-05-10 13:26,2026-05,Computer Applications,Diploma,Document Update,Email,High,Agent E,In Progress,,24,Open,No,No,,2024-25
QRY-00270,STU-30101,2025-04-19 10:34,2025-04,Commerce,PG,Document Update,Service Desk,Low,Agent E,Resolved,44.1,72,Yes,No,No,3,2024-25
QRY-00271,STU-39820,2025-01-16 11:27,2025-01,Engineering,PG,Portal Access,Service Desk,High,Agent D,Closed,25.9,24,No,Yes,No,5,2024-25
QRY-00272,STU-85067,2026-05-22 17:08,2026-05,Computer Applications,UG,Portal Access,Walk-in,Medium,Agent C,Closed,14.0,48,Yes,No,No,4,2024-25
QRY-00273,STU-71391,2025-10-04 09:11,2025-10,Humanities,UG,Document Update,Student Portal,Low,Agent B,Resolved,34.2,72,Yes,Yes,No,5,2025-26
QRY-00274,STU-64613,2025-08-27 08:06,2025-08,Management,UG,Examination,Student Portal,Medium,Agent A,In Progress,,48,Open,No,No,,2025-26
QRY-00275,STU-74799,2026-04-25 08:13,2026-04,Commerce,UG,Examination,Email,Low,Agent F,Closed,25.7,72,Yes,Yes,No,5,2024-25
QRY-00276,STU-31141,2026-01-24 10:36,2026-01,Commerce,UG,Examination,Service Desk,High,Agent B,Resolved,3.8,24,Yes,No,Yes,4,2024-25
QRY-00277,STU-36879,2025-07-05 16:03,2025-07,Humanities,UG,Portal Access,Phone,High,Agent C,Resolved,13.2,24,Yes,No,Yes,5,2025-26
QRY-00278,STU-96304,2026-04-22 13:35,2026-04,Engineering,UG,Scholarship,Email,High,Agent E,Resolved,18.6,24,Yes,No,No,5,2024-25
QRY-00279,STU-90612,2025-11-04 17:34,2025-11,Commerce,UG,Examination,Student Portal,High,Agent B,Closed,8.2,24,Yes,Yes,No,4,2025-26
QRY-00280,STU-49816,2026-03-19 10:22,2026-03,Engineering,UG,Fee & Payment,Service Desk,Medium,Agent E,Resolved,14.2,48,Yes,No,No,4,2024-25
QRY-00281,STU-38057,2025-06-02 11:15,2025-06,Humanities,Diploma,Fee & Payment,Student Portal,High,Agent B,Pending Student,,24,Open,No,No,,2024-25
QRY-00282,STU-25401,2025-11-08 13:30,2025-11,Commerce,UG,Scholarship,Service Desk,Medium,Agent B,Closed,31.5,48,Yes,No,No,5,2025-26
QRY-00283,STU-26067,2025-01-04 17:11,2025-01,Computer Applications,UG,Enrollment,Phone,High,Agent D,Resolved,18.2,24,Yes,Yes,No,4,2024-25
QRY-00284,STU-59290,2025-03-02 13:56,2025-03,Computer Applications,PG,Document Update,Phone,High,Agent B,Closed,14.4,24,Yes,No,No,5,2024-25
QRY-00285,STU-27478,2026-01-25 13:03,2026-01,Science,Doctoral,Fee & Payment,Student Portal,Medium,Agent F,Resolved,24.3,48,Yes,No,No,5,2024-25
QRY-00286,STU-85928,2025-12-09 14:16,2025-12,Commerce,UG,Results,Service Desk,Medium,Agent B,Resolved,35.7,48,Yes,Yes,No,1,2025-26
QRY-00287,STU-57489,2026-02-11 11:45,2026-02,Computer Applications,PG,Enrollment,Walk-in,High,Agent D,Resolved,14.9,24,Yes,Yes,No,5,2024-25
QRY-00288,STU-36219,2025-06-16 09:27,2025-06,Humanities,PG,Document Update,Walk-in,Medium,Agent B,Closed,38.1,48,Yes,Yes,No,1,2024-25
QRY-00289,STU-16076,2025-03-30 10:15,2025-03,Engineering,UG,Document Update,Walk-in,Medium,Agent B,Pending Student,,48,Open,No,No,,2024-25
QRY-00290,STU-35659,2025-12-27 13:21,2025-12,Management,PG,Enrollment,Student Portal,Medium,Agent E,Closed,23.6,48,Yes,Yes,No,4,2025-26
QRY-00291,STU-53249,2025-06-20 09:36,2025-06,Humanities,UG,Results,Phone,Medium,Agent D,Resolved,12.4,48,Yes,Yes,Yes,3,2024-25
QRY-00292,STU-21795,2025-05-07 16:34,2025-05,Science,UG,Portal Access,Walk-in,Low,Agent B,Resolved,27.8,72,Yes,No,No,3,2024-25
QRY-00293,STU-44040,2026-05-31 16:49,2026-05,Engineering,UG,Enrollment,Email,Low,Agent D,Resolved,21.8,72,Yes,No,No,5,2024-25
QRY-00294,STU-51530,2026-03-13 11:01,2026-03,Engineering,Doctoral,Fee & Payment,Email,High,Agent E,Resolved,14.6,24,Yes,Yes,No,5,2024-25
QRY-00295,STU-70692,2025-09-01 12:42,2025-09,Science,UG,Scholarship,Phone,Critical,Agent C,In Progress,,8,Open,No,No,,2025-26
QRY-00296,STU-88562,2025-06-17 12:16,2025-06,Commerce,PG,Fee & Payment,Email,Medium,Agent A,Resolved,7.7,48,Yes,Yes,No,4,2024-25
QRY-00297,STU-68511,2026-05-08 09:26,2026-05,Humanities,UG,Results,Phone,Medium,Agent A,Resolved,8.0,48,Yes,Yes,No,5,2024-25
QRY-00298,STU-59285,2025-12-07 17:19,2025-12,Humanities,UG,Portal Access,Email,Medium,Agent F,Resolved,16.3,48,Yes,Yes,No,5,2025-26
QRY-00299,STU-48831,2025-08-26 09:01,2025-08,Humanities,UG,Scholarship,Service Desk,Medium,Agent E,Resolved,21.0,48,Yes,No,No,5,2025-26
QRY-00300,STU-25307,2025-12-06 09:30,2025-12,Management,UG,Portal Access,Service Desk,Medium,Agent B,Resolved,65.9,48,No,No,No,5,2025-26
QRY-00301,STU-67923,2026-05-13 10:23,2026-05,Computer Applications,PG,Fee & Payment,Email,High,Agent D,Resolved,6.2,24,Yes,No,No,4,2024-25
QRY-00302,STU-42761,2026-03-17 09:43,2026-03,Humanities,UG,Scholarship,Service Desk,Medium,Agent E,Pending Student,,48,Open,No,No,,2024-25
QRY-00303,STU-77382,2026-01-16 08:54,2026-01,Computer Applications,Doctoral,Scholarship,Student Portal,Medium,Agent D,Pending Student,,48,Open,No,No,,2024-25
QRY-00304,STU-97072,2026-03-09 10:14,2026-03,Science,UG,Fee & Payment,Student Portal,High,Agent B,Resolved,13.3,24,Yes,No,No,4,2024-25
QRY-00305,STU-16601,2025-07-17 15:33,2025-07,Computer Applications,Doctoral,Timetable,Service Desk,Medium,Agent D,Resolved,8.8,48,Yes,Yes,Yes,4,2025-26
QRY-00306,STU-90894,2025-07-19 09:37,2025-07,Engineering,UG,Scholarship,Phone,Low,Agent F,Resolved,31.2,72,Yes,Yes,No,3,2025-26
QRY-00307,STU-96113,2025-12-27 12:08,2025-12,Humanities,PG,Fee & Payment,Student Portal,High,Agent F,Resolved,16.4,24,Yes,Yes,No,5,2025-26
QRY-00308,STU-92994,2026-03-05 11:11,2026-03,Science,UG,Fee & Payment,Service Desk,Medium,Agent E,Resolved,21.9,48,Yes,Yes,No,4,2024-25
QRY-00309,STU-87918,2025-02-21 11:55,2025-02,Commerce,PG,Fee & Payment,Student Portal,Medium,Agent C,Resolved,27.8,48,Yes,No,No,4,2024-25
QRY-00310,STU-54312,2026-05-06 13:44,2026-05,Commerce,UG,Timetable,Student Portal,High,Agent C,Closed,13.3,24,Yes,Yes,No,3,2024-25
QRY-00311,STU-42215,2025-09-12 10:09,2025-09,Humanities,PG,Results,Student Portal,Critical,Agent F,Pending Student,,8,Open,No,No,,2025-26
QRY-00312,STU-75756,2026-03-14 11:08,2026-03,Humanities,PG,Document Update,Student Portal,Medium,Agent C,Resolved,32.7,48,Yes,Yes,No,4,2024-25
QRY-00313,STU-35316,2025-10-06 12:29,2025-10,Computer Applications,PG,Scholarship,Email,High,Agent E,Resolved,8.9,24,Yes,Yes,Yes,4,2025-26
QRY-00314,STU-49372,2025-01-05 17:49,2025-01,Management,UG,Enrollment,Student Portal,Low,Agent C,Closed,33.5,72,Yes,No,No,4,2024-25
QRY-00315,STU-47923,2025-12-17 17:59,2025-12,Humanities,UG,Portal Access,Service Desk,Medium,Agent B,Resolved,32.0,48,Yes,No,No,2,2025-26
QRY-00316,STU-72619,2025-01-11 13:17,2025-01,Engineering,Diploma,Fee & Payment,Phone,Low,Agent E,Closed,11.5,72,Yes,Yes,No,3,2024-25
QRY-00317,STU-51014,2026-05-20 17:06,2026-05,Science,Doctoral,Scholarship,Walk-in,Medium,Agent A,Resolved,19.1,48,Yes,Yes,No,2,2024-25
QRY-00318,STU-63642,2025-05-27 14:54,2025-05,Humanities,UG,Fee & Payment,Phone,High,Agent A,Resolved,22.9,24,Yes,Yes,No,5,2024-25
QRY-00319,STU-50108,2025-03-19 17:55,2025-03,Computer Applications,UG,Timetable,Phone,Medium,Agent B,Closed,32.8,48,Yes,Yes,No,3,2024-25
QRY-00320,STU-59448,2025-04-08 09:49,2025-04,Computer Applications,Diploma,Enrollment,Phone,Medium,Agent D,Closed,19.1,48,Yes,No,No,4,2024-25
QRY-00321,STU-27224,2026-04-12 15:23,2026-04,Commerce,UG,Results,Service Desk,Medium,Agent E,Pending Student,,48,Open,No,No,,2024-25
QRY-00322,STU-29584,2025-08-13 15:59,2025-08,Humanities,PG,Results,Email,High,Agent C,Resolved,16.8,24,Yes,No,No,5,2025-26
QRY-00323,STU-21411,2025-02-25 15:10,2025-02,Humanities,PG,Fee & Payment,Service Desk,High,Agent C,Resolved,6.4,24,Yes,No,No,4,2024-25
QRY-00324,STU-73766,2026-01-26 08:04,2026-01,Science,UG,Scholarship,Student Portal,Low,Agent A,Pending Student,,72,Open,No,No,,2024-25
QRY-00325,STU-71148,2025-06-10 16:31,2025-06,Science,UG,Document Update,Email,High,Agent C,Resolved,4.3,24,Yes,Yes,No,5,2024-25
QRY-00326,STU-81485,2026-05-03 15:18,2026-05,Engineering,UG,Timetable,Student Portal,Critical,Agent A,Resolved,7.2,8,Yes,Yes,Yes,1,2024-25
QRY-00327,STU-18472,2025-07-01 15:28,2025-07,Humanities,UG,Portal Access,Student Portal,Medium,Agent A,Closed,21.9,48,Yes,No,No,4,2025-26
QRY-00328,STU-38028,2025-11-20 11:44,2025-11,Management,UG,Portal Access,Student Portal,Medium,Agent B,Resolved,24.4,48,Yes,Yes,No,5,2025-26
QRY-00329,STU-76854,2026-03-25 10:33,2026-03,Engineering,UG,Fee & Payment,Email,Medium,Agent E,Closed,9.0,48,Yes,No,No,5,2024-25
